date,text,sender
2023-09-01 16:16:15+00:00,በቅርብ ጊዜ በሃገራችን ላይ እየተስተዋለ ያለ የተመሳሳይ ፆታ ( Homosexuality ) ግብረ ሰዶም በተለያዩ ቦታዎች ላይ እየታየ ይገኛልይህም አጥብቀን ምንቃወመው ጉዳይ ሲሆን- ይህ ችግር በህምና ይለያል ወይ ?- ቅድመ ምልክት አለው ወይ ?ወላጆች ልጆቻችሁን እንዴት መጠበቅ ትችላለቹ ህክምናስ አለው ወይ ??በምንመገበው ምግብ ሊቀይሩየን ይችላሉ ወይ ?አሁኑኑ ገብተው ሙሉ ቪዲዮውን ይመልከቱ !https://youtu.be/0k65P5ouw7s?si=qaUgo75bUa3AMQxD,Unknown
2023-09-16 07:54:32+00:00,ከ HIV የተፈወሰ ሰው አጋጥሟችሁ ያቃል ? ፈውስ እና ህክምና ?ሙሉ ቪዲዮውን ተመልክተው ሃሳብ አስተያየቶን ያካፍሉን👇👇👇👇https://youtu.be/tTeErZxIh_Q?si=jKHyfWcC3sfXbC8L,Unknown
2023-10-02 16:37:39+00:00,ሞት በስኳርለልጆቻችን የምናሲዘው ምሳቃ ሳናቀው እድሚያቸውን ይቀንሰው ይሆንየታሸገ ትክክለኛ ጁስ ኢትዮጵያ ውስጥ የለም...!ሁሉም ወላጅ ሊያየው የሚገባየታሸጉ ጁሶች መጠጣት እራስን ለከፍተኛ ጉዳት እስከ ሞት ድረስ ማጋለጥ ነው !ለሁሉም ኢኮኖሚ ጤናንም የሚጠብቅ አመጋገብ የቱ ነው??https://youtu.be/oHiSRrNF7I0?si=Absgm414YSt_kjNq,Unknown
2023-11-03 16:14:39+00:00,"ዶክተርስ ኢትዮጵያ በ አዲስ አቀራረብ በ ቴሌቪዥን ፕሮግራሙን ለመጀመር ከፋተኛ ዝግጅት በማድረግ ላይ ይገኛል ።ዩሃንስ ግርማ ጆኒ ( በ ቲክቶክ ከ 500,000) በላይ ተከታይ ያገኘው ከ አሜሪካ ወደ ኢትዮጵያገንዳ ውስጥ ከመተኛት እስከ ከፋተኛ ተከፋይ በኢትዮጵያ ( 1 take production ) በመባል የሚታወቀው ዩሃንስ ግርማ ( ጆኒ)ከዲፕሬሽን እስከ ታዋቂነትን ያተረፈው ጆኒአሁኑኑ ይመልከቱ👇https://youtu.be/gwVN5eJQpko?si=xARsSxIEdZtE91GY",Unknown
2023-12-18 17:04:02+00:00,"https://youtu.be/5DBoEm-8kmA?si=LDLuEecNfULJVDzL👈👈በቀን አንዴ ብቻ የሚባለው የቢዝነስ አማካሪበ 10,000 ብር ብቻ የተጀመረ ቢዝነስ እስከ ሚሊየኖች ያየገው የፕራግማ ኢንቨስትመንት መስራች መርድ ብስራትብላክ ማርኬት ዋጋ ማነው ሚተምነው ?ኢትዮጵያ ውስጥ ቢዝነስ ለመጀመር ጥሩ ሰአት ነው ወይ ??3 ቢዝነስ ስንጀምር የምንሰራው ስህተቶች !አሁኑኑ ይመልከተቱ👇👇https://youtu.be/5DBoEm-8kmA?si=LDLuEecNfULJVDzL",Unknown
2024-06-11 12:33:25+00:00,PRENATAL 90 GummiesPrice 5000 birrTelegramhttps://t.me/lobelia4cosmeticsMsg👉Lobelia pharmacy and cosmetics☎️call 0911562031/0911587703Adress:- Infront of Bole Medhanialem high schoolOpen Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት🏍🏍🏍የትራንስፖርት አማራጭ ከ70 - 200 ብርFor delivery option fees are from 70 birr - 200 birr,Unknown
2024-06-11 12:33:25+00:00,PRENATAL 150 softgelsPrice 5000 birrTelegramhttps://t.me/lobelia4cosmeticsMsg👉Lobelia pharmacy and cosmetics☎️call 0911562031/0911587703Adress:- Infront of Bole Medhanialem high schoolOpen Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት🏍🏍🏍የትራንስፖርት አማራጭ ከ70 - 200 ብርFor delivery option fees are from 70 birr - 200 birr,Unknown
2024-06-11 12:33:25+00:00,Pregnacare Before Conception30 tabletsPrice 4000Telegramhttps://t.me/lobelia4cosmeticsMsg👉Lobelia pharmacy and cosmetics☎️call 0911562031/0911587703Adress:- Infront of Bole Medhanialem high schoolOpen Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት🏍🏍🏍የትራንስፖርት አማራጭ ከ70 - 200 ብርFor delivery option fees are from 70 birr - 200 birr,Unknown
2024-06-11 12:33:25+00:00,SMARTY PANTS KIDS VITAMINPrice 4000Telegramhttps://t.me/lobelia4cosmeticsMsg👉Lobelia pharmacy and cosmetics☎️call 0911562031/0911587703Adress:- Infront of Bole Medhanialem high schoolOpen Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት🏍🏍🏍የትራንስፖርት አማራጭ ከ70 - 200 ብርFor delivery option fees are from 70 birr - 200 birr,Unknown
2024-06-11 12:33:25+00:00,ONE A DAY WOMEN'S 300 TABLETSPrice 5500 birrTelegramhttps://t.me/lobelia4cosmeticsMsg👉Lobelia pharmacy and cosmetics☎️call 0911562031/0911587703Adress:- Infront of Bole Medhanialem high schoolOpen Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት🏍🏍🏍የትራንስፖርት አማራጭ ከ70 - 200 ብርFor delivery option fees are from 70 birr - 200 birr,Unknown
2024-06-11 15:23:20+00:00,NIDO USA 2.2KGPrice 5900 birrTelegramhttps://t.me/lobelia4cosmeticsMsg👉Lobelia pharmacy and cosmetics☎️call 0911562031/0911587703Adress:- Infront of Bole Medhanialem high schoolOpen Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት🏍🏍🏍የትራንስፖርት አማራጭ ከ70 - 200 ብርFor delivery option fees are from 70 birr - 200 birr,Unknown
2024-06-11 15:23:20+00:00,S 26 1.8kg No.1Price 5000 birrTelegramhttps://t.me/lobelia4cosmeticsMsg👉Lobelia pharmacy and cosmetics☎️call 0911562031/0911587703Adress:- Infront of Bole Medhanialem high schoolOpen Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት🏍🏍🏍የትራንስፖርት አማራጭ ከ70 - 200 ብርFor delivery option fees are from 70 birr - 200 birr,Unknown
2024-06-11 15:23:20+00:00,S 26 1.8kg No.3Price 5000 birrTelegramhttps://t.me/lobelia4cosmeticsMsg👉Lobelia pharmacy and cosmetics☎️call 0911562031/0911587703Adress:- Infront of Bole Medhanialem high schoolOpen Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት🏍🏍🏍የትራንስፖርት አማራጭ ከ70 - 200 ብርFor delivery option fees are from 70 birr - 200 birr,Unknown
2024-06-11 15:23:20+00:00,S 26 900 GM No.1Price 3200 birrTelegramhttps://t.me/lobelia4cosmeticsMsg👉Lobelia pharmacy and cosmetics☎️call 0911562031/0911587703Adress:- Infront of Bole Medhanialem high schoolOpen Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት🏍🏍🏍የትራንስፖርት አማራጭ ከ70 - 200 ብርFor delivery option fees are from 70 birr - 200 birr,Unknown
2024-06-11 15:23:20+00:00,S 26 900 GM No.2Price 3200 birrTelegramhttps://t.me/lobelia4cosmeticsMsg👉Lobelia pharmacy and cosmetics☎️call 0911562031/0911587703Adress:- Infront of Bole Medhanialem high schoolOpen Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት🏍🏍🏍የትራንስፖርት አማራጭ ከ70 - 200 ብርFor delivery option fees are from 70 birr - 200 birr,Unknown
2024-06-11 15:23:20+00:00,S 26 1.8kg No.2Price 5000 birrTelegramhttps://t.me/lobelia4cosmeticsMsg👉Lobelia pharmacy and cosmetics☎️call 0911562031/0911587703Adress:- Infront of Bole Medhanialem high schoolOpen Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት🏍🏍🏍የትራንስፖርት አማራጭ ከ70 - 200 ብርFor delivery option fees are from 70 birr - 200 birr,Unknown
2024-06-11 15:23:54+00:00,Aptamil UK 800mgPrice 3200 birrTelegramhttps://t.me/lobelia4cosmeticsMsg👉Lobelia pharmacy and cosmetics☎️call 0911562031/0911587703Adress:- Infront of Bole Medhanialem high schoolOpen Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት🏍🏍🏍የትራንስፖርት አማራጭ ከ70 - 200 ብርFor delivery option fees are from 70 birr - 200 birr,Unknown
2024-06-11 15:23:54+00:00,Aptamil No.2Price 3200 birrTelegramhttps://t.me/lobelia4cosmeticsMsg👉Lobelia pharmacy and cosmetics☎️call 0911562031/0911587703Adress:- Infront of Bole Medhanialem high schoolOpen Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት🏍🏍🏍የትራንስፖርት አማራጭ ከ70 - 200 ብርFor delivery option fees are from 70 birr - 200 birr,Unknown
2024-06-12 08:29:05+00:00,CENTRUM WOMEN 50+Price 5700 birrTelegramhttps://t.me/lobelia4cosmeticsMsg👉Lobelia pharmacy and cosmetics☎️call 0911562031/0911587703Adress:- Infront of Bole Medhanialem high schoolOpen Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት🏍🏍🏍የትራንስፖርት አማራጭ ከ70 - 200 ብርFor delivery option fees are from 70 birr - 200 birr,Unknown
2024-06-12 08:29:41+00:00,CENTRUM MEN 50+Price 5700 birrTelegramhttps://t.me/lobelia4cosmeticsMsg👉Lobelia pharmacy and cosmetics☎️call 0911562031/0911587703Adress:- Infront of Bole Medhanialem high schoolOpen Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት🏍🏍🏍የትራንስፖርት አማራጭ ከ70 - 200 ብርFor delivery option fees are from 70 birr - 200 birr,Unknown
2024-06-12 08:31:20+00:00,"OMEGA 3,6,9 150 SOFTGELSPrice 5000 birrTelegramhttps://t.me/lobelia4cosmeticsMsg👉Lobelia pharmacy and cosmetics☎️call 0911562031/0911587703Adress:- Infront of Bole Medhanialem high schoolOpen Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት🏍🏍🏍የትራንስፖርት አማራጭ ከ70 - 200 ብርFor delivery option fees are from 70 birr - 200 birr",Unknown
2024-06-12 08:32:43+00:00,OMEGA 3 200 SOFTGELSPrice 5000 birrTelegramhttps://t.me/lobelia4cosmeticsMsg👉Lobelia pharmacy and cosmetics☎️call 0911562031/0911587703Adress:- Infront of Bole Medhanialem high schoolOpen Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት🏍🏍🏍የትራንስፖርት አማራጭ ከ70 - 200 ብርFor delivery option fees are from 70 birr - 200 birr,Unknown
2024-06-12 08:36:35+00:00,CENTRUM ADULT 50+ 200 GUMMIESPrice 5700 birrTelegramhttps://t.me/lobelia4cosmeticsMsg👉Lobelia pharmacy and cosmetics☎️call 0911562031/0911587703Adress:- Infront of Bole Medhanialem high schoolOpen Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት🏍🏍🏍የትራንስፖርት አማራጭ ከ70 - 200 ብርFor delivery option fees are from 70 birr - 200 birr,Unknown
2024-05-26 15:03:01+00:00,ተጀምሯል !!,Unknown
2024-05-26 16:11:43+00:00,Live stream finished (1 hour),Unknown
2024-05-28 11:40:34+00:00,የወር አበባ ንፅህና አጠባበቅ✍✍በየአመቱ በፈረንጆች ግንቦት 28  የወር አበባ ንፅህና ቀን በመባል ይከበራል። ቀኑ ሴቶች እና ልጃገረዶች በወር አበባቸው ወቅት የሚያጋጥሟቸውን ተግዳሮቶች ለማስታወስና ለመቅረፍ  ያገለግላል።👉በተለይ ዝቅተኛ ገቢ ባለባቸው ሀገራት የንፁህ ውሃ፣ የንፅህና አጠባበቅ እና የንፅህና መጠበቂያ ምርቶች ተደራሽነት ውስንነት  ለመግታት ጥረት ይደረጋል።💥ስለ የወር አበባ ንፅህና አጠባበቅ ዝርዝር መረጃዎች ለማግኘት እዚህ ይጫኑhttps://shorturl.at/SVcbO🔸ለበለጠ መረጃ:https://yetenaweg.com/,Unknown
2024-05-29 05:23:45+00:00,📣ስትሮክ በሽታና ምልክቶቹ💥ስትሮክ ማለት በድንገት የሚከሰት የአንጎል ጥቃት ሲሆን: የጭንቅላት የደም ዝውውርን በማቆም ከፍተኛ የአንጎልና የሰውነት ጉዳት ያደርሳልየስትሮክ በሽታ ምልክቶች ምን እንደሆኑ ያውቃሉ?ድንገተኛ የመደንዘዝ ስሜት ወይም ድክመት፡ በተለይ በአንድ የሰውነት ክፍል ፊትን፣ ክንድ ወይም እግርን ይጎዳል።የመናገር ችግር፡ድንገተኛ ንግግርን የመረዳት ችግር ወይም ቃላትን መፍጠር።የመራመድ ችግር፡ ድንገተኛ መፍዘዝ፣ ሚዛን ማጣት ወይም ቅንጅት ማጣት።የማየት ችግር፡በአንድ ወይም በሁለቱም አይኖች ላይ ድንገተኛ ችግር።ከባድ ራስ ምታትና ሌሎችም ምልክቶች።👉የግንቦት ወር  በየአመቱ የአለም የስትሮክ ወርበመባል ይከበራል።💥ስለ ስትሮክ በሽታ  ዝርዝር መረጃዎች ለማግኘት እዚህ ይጫኑhttp://yetenaweg.com💥የቴሌግራም ቻናላችንን ለመቀላቀልእዚህ ይጫኑ,Unknown
2024-05-31 17:24:31+00:00,የዘንድሮ የዓለም አቀፍ ከትምባሆ ነጻ ቀን በአለም አቀፍ ደረጃ  ‹‹ህፃናትና ወጣቶችን ከትምባሆ ኢንዱስትሪ ተፅህኖ በመከላከል ከትምባሆ ነፃ ትውልድ እንፍጠር!›› በሚል መሪ ቃል እየተከበረ ይገኛል፡፡የጤና ወግ የትምባሆ ማጨስ በጤና ላይ የሚያስከትለውን ጉዳት እየተማማርን ቀኑን እንድናስብ ይጋብዛል።ትምባሆ ማጨስን በማቆም ጤንነታችንን መጠበቅ እና ማደስ ይቻላል።,Unknown
2024-06-09 15:00:00+00:00,Live stream scheduled forJun 9 at 15:00,Unknown
2024-06-05 20:27:37+00:00,https://www.clubhouse.com/room/xlOVk34E?utm_medium=ch_room_xr&utm_campaign=hRlA5hD3l5eqiHBShxl5xA-1276560,Unknown
2024-06-06 07:51:31+00:00,📣በዚህ እሁድ በቴሌግራም ቀጥታ ስርጭትየኩላሊት በሽታ ክትትል እና የዳያሊሲስ ህክምናበሚል ርዕስ በምናደርገው ውይይት ይቀላቀሉን።💧የአንድ ሰው ኩላሊት ከደም ውስጥ ቆሻሻን እና  የተለያዩ ፈሳሾችን በበቂ ሁኔታ ማጣራት ሲያቅተው ዳያሊሲስ ያስፈልጋል። ይህም እንደ የስኳር በሽታ፣ የደም ግፊት እና የተለያዩ የኩላሊት በሽታዎች ባሉ ሁኔታዎች ሊከሰት ይችላል።🗣እንግዶቻችን:👉ዶ/ር ሃመልማል ሀ/ጊዮርጊስ(የኩላሊት ህክምና ስፔሻሊስት፣ በቅዱስ ጳውሎስ ሚሊኒየም ሜዲካል ኮሌጅ የውስጥ ደዌ ህክምና ረዳት ፕሮፌሰር)👉ዶ/ር ፍፁም ጥላሁን(በቶማስ ጄፈርሰን ዩኒቨርሲቲ ሆስፒታል የኩላሊት ህክምና ስፔሻሊስት)🗓እሁድ ሰኔ 2 2016⏰ከምሽቱ 12 ሰዓት (በኢትዮጵያ)💥ውይይቱን ለመቀላቀል እዚህ ይጫኑ👇👇👇👇👇👇👇👇https://t.me/yetenaweg?livestream👉የውይይት ቻናላችንን ለመቀላቀል እዚህ ይጫኑ:https://t.me/+dl4juoncBxMyODVh,Unknown
2024-06-09 15:01:25+00:00,Live stream started,Unknown
2024-06-09 15:05:18+00:00,https://t.me/yetenaweg?livestreamስለ ኩላሊት ጤና ፣ ህክምና እና ዳያሊሶስ የምናደርገው ዉይይት አሁን ተጀምሯል ። ጠይቁ፣ ተማሩ ፣ ማወቅ ለሚፈልጉ ሊነኩን ማጋራት ትችላላችሁ,Unknown
2024-06-09 15:28:37+00:00,ጥያቄያችሁን አጋሩን,Unknown
2024-06-09 16:36:21+00:00,Live stream finished (1 hour),Unknown
2024-06-03 13:13:54+00:00,"✈️#Wolega_Nekemte_and_Wollo_Dessie_Ultrasound_Training_This_week!👉ሰኔ 2 /2016 ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)👉እርስዎ ፈጥነው ይመዝገቡ !!#Ethio_American_Medical_Training_Center(#CPD)---------------------------------------------⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.⏩አሰልጣኞች-Rad & OBGYN specialists .🚩የስልጠና ቦታ-1. በተመረጡ ሆስፒታሎች✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .Call & Register📞0965410000 Ekram☎️0965412222☎️0914711558  dessie☎️0941404444☎️0965410000☎️0941038774 Office☎️0462124400 Office🏃For more info .follow us on telegram :-t.me/eahci",Unknown
